Size	Latency (us)	np	Algorithm
8                       0.35	6	broadcast_chain
16                      0.35	6	broadcast_chain
32                      0.44	6	broadcast_chain
64                      0.45	6	broadcast_chain
128                     0.63	6	broadcast_chain
256                     0.68	6	broadcast_chain
512                     0.74	6	broadcast_chain
1024                    1.05	6	broadcast_chain
2048                    1.43	6	broadcast_chain
4096                    2.19	6	broadcast_chain
8192                    3.36	6	broadcast_chain
16384                   7.85	6	broadcast_chain
32768                  12.42	6	broadcast_chain
65536                  23.34	6	broadcast_chain
131072                 43.67	6	broadcast_chain
262144                 85.61	6	broadcast_chain
524288                173.06	6	broadcast_chain
1048576               314.65	6	broadcast_chain
2097152               582.09	6	broadcast_chain
4194304              1277.46	6	broadcast_chain
8                       0.52	6	broadcast_binary_tree
16                      0.53	6	broadcast_binary_tree
32                      0.62	6	broadcast_binary_tree
64                      0.64	6	broadcast_binary_tree
128                     0.85	6	broadcast_binary_tree
256                     0.88	6	broadcast_binary_tree
512                     0.96	6	broadcast_binary_tree
1024                    1.20	6	broadcast_binary_tree
2048                    1.66	6	broadcast_binary_tree
4096                    2.42	6	broadcast_binary_tree
8192                    3.74	6	broadcast_binary_tree
16384                   9.79	6	broadcast_binary_tree
32768                  14.54	6	broadcast_binary_tree
65536                  23.47	6	broadcast_binary_tree
131072                 41.37	6	broadcast_binary_tree
262144                 78.62	6	broadcast_binary_tree
524288                151.00	6	broadcast_binary_tree
1048576               287.42	6	broadcast_binary_tree
2097152               537.90	6	broadcast_binary_tree
4194304              1482.29	6	broadcast_binary_tree
8                       0.32	6	scatter_flat
16                      0.32	6	scatter_flat
32                      0.47	6	scatter_flat
64                      0.40	6	scatter_flat
128                     0.67	6	scatter_flat
256                     0.74	6	scatter_flat
512                     0.80	6	scatter_flat
1024                    1.08	6	scatter_flat
2048                    1.57	6	scatter_flat
4096                    2.46	6	scatter_flat
8192                    3.94	6	scatter_flat
16384                   8.76	6	scatter_flat
32768                  13.55	6	scatter_flat
65536                  26.13	6	scatter_flat
131072                 52.06	6	scatter_flat
262144                 70.84	6	scatter_flat
524288                132.74	6	scatter_flat
1048576               341.12	6	scatter_flat
2097152              1247.98	6	scatter_flat
4194304              3761.08	6	scatter_flat
8                       0.48	6	scatter_binomial
16                      0.51	6	scatter_binomial
32                      0.53	6	scatter_binomial
64                      0.68	6	scatter_binomial
128                     0.79	6	scatter_binomial
256                     0.86	6	scatter_binomial
512                     1.05	6	scatter_binomial
1024                    1.48	6	scatter_binomial
2048                    2.22	6	scatter_binomial
4096                    3.55	6	scatter_binomial
8192                    5.66	6	scatter_binomial
16384                   9.82	6	scatter_binomial
32768                  18.10	6	scatter_binomial
65536                  34.48	6	scatter_binomial
131072                 48.31	6	scatter_binomial
262144                115.15	6	scatter_binomial
524288                262.89	6	scatter_binomial
1048576               679.57	6	scatter_binomial
2097152              2003.37	6	scatter_binomial
4194304              5060.53	6	scatter_binomial
8                       0.49	6	scatter_nb
16                      0.55	6	scatter_nb
32                      0.56	6	scatter_nb
64                      0.71	6	scatter_nb
128                     0.83	6	scatter_nb
256                     0.89	6	scatter_nb
512                     1.14	6	scatter_nb
1024                    1.55	6	scatter_nb
2048                    1.68	6	scatter_nb
4096                    3.82	6	scatter_nb
8192                    4.18	6	scatter_nb
16384                   7.65	6	scatter_nb
32768                  11.42	6	scatter_nb
65536                  22.39	6	scatter_nb
131072                 44.89	6	scatter_nb
262144                 90.75	6	scatter_nb
524288                121.34	6	scatter_nb
1048576               348.50	6	scatter_nb
2097152              1219.29	6	scatter_nb
4194304              3713.83	6	scatter_nb
8                       0.59	8	broadcast_chain
16                      0.55	8	broadcast_chain
32                      0.70	8	broadcast_chain
64                      0.65	8	broadcast_chain
128                     1.10	8	broadcast_chain
256                     1.11	8	broadcast_chain
512                     1.16	8	broadcast_chain
1024                    1.43	8	broadcast_chain
2048                    1.88	8	broadcast_chain
4096                    2.82	8	broadcast_chain
8192                    4.34	8	broadcast_chain
16384                  10.04	8	broadcast_chain
32768                  16.15	8	broadcast_chain
65536                  28.44	8	broadcast_chain
131072                 52.46	8	broadcast_chain
262144                101.23	8	broadcast_chain
524288                186.07	8	broadcast_chain
1048576               356.79	8	broadcast_chain
2097152               725.89	8	broadcast_chain
4194304              1660.36	8	broadcast_chain
8                       0.67	8	broadcast_binary_tree
16                      0.68	8	broadcast_binary_tree
32                      0.79	8	broadcast_binary_tree
64                      0.79	8	broadcast_binary_tree
128                     1.06	8	broadcast_binary_tree
256                     1.14	8	broadcast_binary_tree
512                     1.25	8	broadcast_binary_tree
1024                    1.53	8	broadcast_binary_tree
2048                    2.06	8	broadcast_binary_tree
4096                    3.03	8	broadcast_binary_tree
8192                    4.56	8	broadcast_binary_tree
16384                  11.68	8	broadcast_binary_tree
32768                  17.51	8	broadcast_binary_tree
65536                  29.22	8	broadcast_binary_tree
131072                 51.96	8	broadcast_binary_tree
262144                 98.64	8	broadcast_binary_tree
524288                182.24	8	broadcast_binary_tree
1048576               356.91	8	broadcast_binary_tree
2097152               726.59	8	broadcast_binary_tree
4194304              2031.28	8	broadcast_binary_tree
8                       0.64	8	scatter_flat
16                      0.65	8	scatter_flat
32                      0.88	8	scatter_flat
64                      0.82	8	scatter_flat
128                     1.32	8	scatter_flat
256                     1.47	8	scatter_flat
512                     1.35	8	scatter_flat
1024                    1.84	8	scatter_flat
2048                    2.38	8	scatter_flat
4096                    3.44	8	scatter_flat
8192                    5.30	8	scatter_flat
16384                   9.52	8	scatter_flat
32768                  17.82	8	scatter_flat
65536                  33.81	8	scatter_flat
131072                 70.24	8	scatter_flat
262144                 86.81	8	scatter_flat
524288                175.19	8	scatter_flat
1048576               449.57	8	scatter_flat
2097152              1942.61	8	scatter_flat
4194304              4856.62	8	scatter_flat
8                       0.74	8	scatter_binomial
