Size	Latency (us)	np	Algorithm
16	0.24	4	broadcast_chain
32	0.31	4	broadcast_chain
64	0.29	4	broadcast_chain
128	0.50	4	broadcast_chain
256	0.55	4	broadcast_chain
512	0.58	4	broadcast_chain
1024	0.84	4	broadcast_chain
2048	1.14	4	broadcast_chain
4096	1.74	4	broadcast_chain
8192	2.63	4	broadcast_chain
16384	5.61	4	broadcast_chain
32768	9.09	4	broadcast_chain
65536	14.92	4	broadcast_chain
131072	27.29	4	broadcast_chain
262144	53.73	4	broadcast_chain
524288	109.88	4	broadcast_chain
1048576	218.52	4	broadcast_chain
2097152	416.45	4	broadcast_chain
4194304	766.62	4	broadcast_chain
8	0.33	4	broadcast_binary_tree
16	0.33	4	broadcast_binary_tree
32	0.38	4	broadcast_binary_tree
64	0.37	4	broadcast_binary_tree
128	0.53	4	broadcast_binary_tree
256	0.56	4	broadcast_binary_tree
512	0.63	4	broadcast_binary_tree
1024	0.82	4	broadcast_binary_tree
2048	1.13	4	broadcast_binary_tree
4096	1.74	4	broadcast_binary_tree
8192	2.75	4	broadcast_binary_tree
16384	6.62	4	broadcast_binary_tree
32768	11.45	4	broadcast_binary_tree
65536	16.41	4	broadcast_binary_tree
131072	27.80	4	broadcast_binary_tree
262144	49.61	4	broadcast_binary_tree
524288	93.51	4	broadcast_binary_tree
1048576	187.09	4	broadcast_binary_tree
2097152	381.63	4	broadcast_binary_tree
4194304	842.42	4	broadcast_binary_tree
8	0.21	4	scatter_flat
16	0.20	4	scatter_flat
32	0.30	4	scatter_flat
64	0.29	4	scatter_flat
128	0.47	4	scatter_flat
256	0.51	4	scatter_flat
512	0.56	4	scatter_flat
1024	0.77	4	scatter_flat
2048	1.08	4	scatter_flat
4096	1.93	4	scatter_flat
8192	3.10	4	scatter_flat
16384	5.65	4	scatter_flat
32768	10.56	4	scatter_flat
65536	19.91	4	scatter_flat
131072	38.59	4	scatter_flat
262144	53.29	4	scatter_flat
524288	104.04	4	scatter_flat
1048576	224.42	4	scatter_flat
2097152	590.02	4	scatter_flat
4194304	2260.72	4	scatter_flat
8	0.37	4	scatter_binomial
16	0.40	4	scatter_binomial
32	0.43	4	scatter_binomial
64	0.48	4	scatter_binomial
128	0.61	4	scatter_binomial
256	0.67	4	scatter_binomial
512	0.79	4	scatter_binomial
1024	1.09	4	scatter_binomial
2048	1.65	4	scatter_binomial
4096	2.67	4	scatter_binomial
8192	4.13	4	scatter_binomial
16384	7.34	4	scatter_binomial
32768	13.67	4	scatter_binomial
65536	25.85	4	scatter_binomial
131072	39.74	4	scatter_binomial
262144	77.01	4	scatter_binomial
524288	168.43	4	scatter_binomial
1048576	427.65	4	scatter_binomial
2097152	1071.43	4	scatter_binomial
4194304	3260.54	4	scatter_binomial
8	0.34	4	scatter_nb
16	0.37	4	scatter_nb
32	0.41	4	scatter_nb
64	0.52	4	scatter_nb
128	0.57	4	scatter_nb
256	0.63	4	scatter_nb
512	0.76	4	scatter_nb
1024	1.08	4	scatter_nb
2048	1.09	4	scatter_nb
4096	2.63	4	scatter_nb
8192	2.91	4	scatter_nb
16384	5.35	4	scatter_nb
32768	8.55	4	scatter_nb
65536	14.98	4	scatter_nb
131072	27.59	4	scatter_nb
262144	57.05	4	scatter_nb
524288	119.75	4	scatter_nb
1048576	221.88	4	scatter_nb
2097152	613.39	4	scatter_nb
4194304	2262.44	4	scatter_nb
8	0.35	6	broadcast_chain
16	0.36	6	broadcast_chain
32	0.45	6	broadcast_chain
64	0.45	6	broadcast_chain
128	0.68	6	broadcast_chain
256	0.73	6	broadcast_chain
512	0.78	6	broadcast_chain
1024	1.05	6	broadcast_chain
2048	1.44	6	broadcast_chain
4096	2.24	6	broadcast_chain
8192	3.39	6	broadcast_chain
16384	7.48	6	broadcast_chain
32768	12.41	6	broadcast_chain
65536	22.57	6	broadcast_chain
131072	42.87	6	broadcast_chain
262144	83.59	6	broadcast_chain
524288	165.15	6	broadcast_chain
1048576	314.06	6	broadcast_chain
2097152	589.68	6	broadcast_chain
4194304	1329.74	6	broadcast_chain
8	0.49	6	broadcast_binary_tree
16	0.49	6	broadcast_binary_tree
32	0.60	6	broadcast_binary_tree
64	0.62	6	broadcast_binary_tree
128	0.81	6	broadcast_binary_tree
256	0.85	6	broadcast_binary_tree
512	0.93	6	broadcast_binary_tree
1024	1.20	6	broadcast_binary_tree
2048	1.64	6	broadcast_binary_tree
4096	2.39	6	broadcast_binary_tree
8192	3.74	6	broadcast_binary_tree
16384	9.63	6	broadcast_binary_tree
32768	14.86	6	broadcast_binary_tree
65536	24.81	6	broadcast_binary_tree
131072	44.22	6	broadcast_binary_tree
262144	81.78	6	broadcast_binary_tree
524288	182.16	6	broadcast_binary_tree
1048576	304.40	6	broadcast_binary_tree
2097152	579.50	6	broadcast_binary_tree
4194304	1660.08	6	broadcast_binary_tree
8	0.33	6	scatter_flat
16	0.33	6	scatter_flat
32	0.46	6	scatter_flat
64	0.46	6	scatter_flat
128	0.70	6	scatter_flat
256	0.75	6	scatter_flat
512	0.82	6	scatter_flat
1024	1.09	6	scatter_flat
2048	1.59	6	scatter_flat
4096	2.52	6	scatter_flat
8192	4.04	6	scatter_flat
16384	7.37	6	scatter_flat
32768	13.88	6	scatter_flat
65536	27.84	6	scatter_flat
131072	54.63	6	scatter_flat
262144	74.29	6	scatter_flat
524288	138.92	6	scatter_flat
1048576	356.36	6	scatter_flat
2097152	1297.36	6	scatter_flat
4194304	3981.24	6	scatter_flat
8	0.48	6	scatter_binomial
16	0.50	6	scatter_binomial
32	0.52	6	scatter_binomial
64	0.68	6	scatter_binomial
128	0.79	6	scatter_binomial
256	0.86	6	scatter_binomial
512	1.05	6	scatter_binomial
1024	1.47	6	scatter_binomial
2048	2.23	6	scatter_binomial
4096	3.61	6	scatter_binomial
8192	5.62	6	scatter_binomial
16384	10.04	6	scatter_binomial
32768	18.61	6	scatter_binomial
65536	35.70	6	scatter_binomial
131072	48.40	6	scatter_binomial
262144	118.44	6	scatter_binomial
524288	270.31	6	scatter_binomial
1048576	707.24	6	scatter_binomial
2097152	2104.36	6	scatter_binomial
4194304	5452.83	6	scatter_binomial
8	0.50	6	scatter_nb
16	0.54	6	scatter_nb
32	0.56	6	scatter_nb
64	0.72	6	scatter_nb
128	0.84	6	scatter_nb
256	0.91	6	scatter_nb
512	1.12	6	scatter_nb
1024	1.48	6	scatter_nb
2048	1.59	6	scatter_nb
4096	3.60	6	scatter_nb
8192	4.02	6	scatter_nb
16384	7.40	6	scatter_nb
32768	10.65	6	scatter_nb
65536	20.37	6	scatter_nb
131072	32.72	6	scatter_nb
262144	83.74	6	scatter_nb
524288	133.62	6	scatter_nb
1048576	355.84	6	scatter_nb
2097152	1284.54	6	scatter_nb
4194304	3964.51	6	scatter_nb
8	0.99	8	broadcast_chain
16	0.91	8	broadcast_chain
32	1.06	8	broadcast_chain
64	0.95	8	broadcast_chain
128	1.43	8	broadcast_chain
256	1.42	8	broadcast_chain
512	1.43	8	broadcast_chain
1024	1.71	8	broadcast_chain
2048	2.19	8	broadcast_chain
4096	3.12	8	broadcast_chain
8192	4.48	8	broadcast_chain
16384	9.65	8	broadcast_chain
32768	15.83	8	broadcast_chain
65536	28.51	8	broadcast_chain
131072	53.11	8	broadcast_chain
262144	103.29	8	broadcast_chain
524288	191.34	8	broadcast_chain
1048576	373.38	8	broadcast_chain
2097152	771.52	8	broadcast_chain
4194304	1836.07	8	broadcast_chain
8	0.72	8	broadcast_binary_tree
16	0.72	8	broadcast_binary_tree
32	0.85	8	broadcast_binary_tree
64	0.83	8	broadcast_binary_tree
128	1.18	8	broadcast_binary_tree
256	1.22	8	broadcast_binary_tree
512	1.34	8	broadcast_binary_tree
1024	1.60	8	broadcast_binary_tree
2048	2.08	8	broadcast_binary_tree
4096	3.06	8	broadcast_binary_tree
8192	4.64	8	broadcast_binary_tree
16384	11.43	8	broadcast_binary_tree
32768	17.70	8	broadcast_binary_tree
65536	30.13	8	broadcast_binary_tree
131072	54.82	8	broadcast_binary_tree
262144	103.34	8	broadcast_binary_tree
524288	196.48	8	broadcast_binary_tree
1048576	387.62	8	broadcast_binary_tree
2097152	807.86	8	broadcast_binary_tree
4194304	2194.44	8	broadcast_binary_tree
8	0.63	8	scatter_flat
16	0.63	8	scatter_flat
32	0.81	8	scatter_flat
64	0.78	8	scatter_flat
128	1.30	8	scatter_flat
256	1.34	8	scatter_flat
512	1.35	8	scatter_flat
1024	1.85	8	scatter_flat
2048	2.40	8	scatter_flat
4096	3.50	8	scatter_flat
8192	5.41	8	scatter_flat
16384	9.67	8	scatter_flat
32768	18.14	8	scatter_flat
65536	34.58	8	scatter_flat
131072	71.74	8	scatter_flat
262144	88.30	8	scatter_flat
524288	182.77	8	scatter_flat
1048576	477.43	8	scatter_flat
2097152	2038.73	8	scatter_flat
4194304	5343.86	8	scatter_flat
8	0.79	8	scatter_binomial
16	0.81	8	scatter_binomial
32	0.99	8	scatter_binomial
64	1.13	8	scatter_binomial
128	1.25	8	scatter_binomial
256	1.36	8	scatter_binomial
512	1.67	8	scatter_binomial
1024	2.34	8	scatter_binomial
2048	3.52	8	scatter_binomial
4096	5.28	8	scatter_binomial
8192	8.96	8	scatter_binomial
16384	15.81	8	scatter_binomial
32768	29.21	8	scatter_binomial
65536	43.52	8	scatter_binomial
131072	93.82	8	scatter_binomial
262144	217.52	8	scatter_binomial
524288	472.73	8	scatter_binomial
1048576	1325.04	8	scatter_binomial
2097152	3962.44	8	scatter_binomial
4194304	9372.99	8	scatter_binomial
8	0.75	8	scatter_nb
16	0.79	8	scatter_nb
32	0.95	8	scatter_nb
64	1.08	8	scatter_nb
128	1.25	8	scatter_nb
256	1.33	8	scatter_nb
512	1.68	8	scatter_nb
1024	2.34	8	scatter_nb
2048	3.75	8	scatter_nb
4096	5.62	8	scatter_nb
8192	8.96	8	scatter_nb
16384	6.94	8	scatter_nb
32768	13.86	8	scatter_nb
65536	29.38	8	scatter_nb
131072	58.80	8	scatter_nb
262144	75.68	8	scatter_nb
524288	135.09	8	scatter_nb
1048576	479.38	8	scatter_nb
2097152	2021.37	8	scatter_nb
4194304	5507.48	8	scatter_nb
8	1.21	10	broadcast_chain
16	1.13	10	broadcast_chain
32	1.20	10	broadcast_chain
64	1.14	10	broadcast_chain
128	1.47	10	broadcast_chain
256	1.50	10	broadcast_chain
512	1.53	10	broadcast_chain
1024	1.89	10	broadcast_chain
2048	2.40	10	broadcast_chain
4096	3.43	10	broadcast_chain
8192	5.12	10	broadcast_chain
16384	12.08	10	broadcast_chain
32768	18.97	10	broadcast_chain
65536	33.11	10	broadcast_chain
131072	61.09	10	broadcast_chain
262144	117.61	10	broadcast_chain
524288	227.18	10	broadcast_chain
1048576	451.92	10	broadcast_chain
2097152	951.26	10	broadcast_chain
4194304	2472.20	10	broadcast_chain
8	0.97	10	broadcast_binary_tree
16	0.93	10	broadcast_binary_tree
32	1.09	10	broadcast_binary_tree
64	1.07	10	broadcast_binary_tree
128	1.41	10	broadcast_binary_tree
256	1.45	10	broadcast_binary_tree
512	1.51	10	broadcast_binary_tree
1024	1.89	10	broadcast_binary_tree
2048	2.44	10	broadcast_binary_tree
4096	3.52	10	broadcast_binary_tree
8192	5.26	10	broadcast_binary_tree
16384	14.04	10	broadcast_binary_tree
32768	21.32	10	broadcast_binary_tree
65536	36.20	10	broadcast_binary_tree
131072	65.34	10	broadcast_binary_tree
262144	123.37	10	broadcast_binary_tree
524288	225.49	10	broadcast_binary_tree
1048576	442.07	10	broadcast_binary_tree
2097152	1018.61	10	broadcast_binary_tree
4194304	2771.66	10	broadcast_binary_tree
8	0.91	10	scatter_flat
16	0.91	10	scatter_flat
32	1.16	10	scatter_flat
64	1.12	10	scatter_flat
128	1.61	10	scatter_flat
256	1.64	10	scatter_flat
512	1.75	10	scatter_flat
1024	2.36	10	scatter_flat
2048	2.97	10	scatter_flat
4096	4.27	10	scatter_flat
8192	6.53	10	scatter_flat
16384	11.66	10	scatter_flat
32768	21.86	10	scatter_flat
65536	41.87	10	scatter_flat
131072	91.33	10	scatter_flat
262144	102.94	10	scatter_flat
524288	219.76	10	scatter_flat
1048576	647.10	10	scatter_flat
2097152	2747.41	10	scatter_flat
4194304	6792.45	10	scatter_flat
8	1.04	10	scatter_binomial
16	1.10	10	scatter_binomial
32	1.22	10	scatter_binomial
64	1.50	10	scatter_binomial
128	1.64	10	scatter_binomial
256	1.79	10	scatter_binomial
512	2.10	10	scatter_binomial
1024	2.77	10	scatter_binomial
2048	3.99	10	scatter_binomial
4096	5.90	10	scatter_binomial
8192	9.56	10	scatter_binomial
16384	17.49	10	scatter_binomial
32768	31.57	10	scatter_binomial
65536	50.86	10	scatter_binomial
131072	96.08	10	scatter_binomial
262144	232.53	10	scatter_binomial
524288	523.20	10	scatter_binomial
1048576	1548.17	10	scatter_binomial
2097152	4427.73	10	scatter_binomial
4194304	9945.01	10	scatter_binomial
8	1.00	10	scatter_nb
16	1.07	10	scatter_nb
32	1.17	10	scatter_nb
64	1.41	10	scatter_nb
128	1.57	10	scatter_nb
256	1.73	10	scatter_nb
512	2.03	10	scatter_nb
1024	2.70	10	scatter_nb
2048	3.91	10	scatter_nb
4096	5.83	10	scatter_nb
8192	9.48	10	scatter_nb
16384	8.69	10	scatter_nb
32768	15.85	10	scatter_nb
65536	34.09	10	scatter_nb
131072	45.87	10	scatter_nb
262144	109.63	10	scatter_nb
524288	151.39	10	scatter_nb
1048576	620.79	10	scatter_nb
2097152	2767.77	10	scatter_nb
4194304	6654.65	10	scatter_nb
8	0.93	12	broadcast_chain
16	0.89	12	broadcast_chain
32	1.06	12	broadcast_chain
64	1.02	12	broadcast_chain
128	1.47	12	broadcast_chain
256	1.45	12	broadcast_chain
512	1.53	12	broadcast_chain
1024	1.93	12	broadcast_chain
2048	2.45	12	broadcast_chain
4096	3.62	12	broadcast_chain
8192	5.58	12	broadcast_chain
16384	13.67	12	broadcast_chain
32768	21.36	12	broadcast_chain
65536	37.07	12	broadcast_chain
131072	68.36	12	broadcast_chain
262144	133.66	12	broadcast_chain
524288	246.35	12	broadcast_chain
1048576	476.72	12	broadcast_chain
2097152	1136.54	12	broadcast_chain
4194304	3132.79	12	broadcast_chain
8	0.96	12	broadcast_binary_tree
16	0.94	12	broadcast_binary_tree
32	1.12	12	broadcast_binary_tree
64	1.08	12	broadcast_binary_tree
128	1.43	12	broadcast_binary_tree
256	1.50	12	broadcast_binary_tree
512	1.58	12	broadcast_binary_tree
1024	1.95	12	broadcast_binary_tree
2048	2.57	12	broadcast_binary_tree
4096	3.74	12	broadcast_binary_tree
8192	5.71	12	broadcast_binary_tree
16384	14.81	12	broadcast_binary_tree
32768	22.71	12	broadcast_binary_tree
65536	38.54	12	broadcast_binary_tree
131072	69.76	12	broadcast_binary_tree
262144	165.35	12	broadcast_binary_tree
524288	242.72	12	broadcast_binary_tree
1048576	515.28	12	broadcast_binary_tree
2097152	1197.44	12	broadcast_binary_tree
4194304	3196.14	12	broadcast_binary_tree
8	1.01	12	scatter_flat
16	1.02	12	scatter_flat
32	1.28	12	scatter_flat
64	1.22	12	scatter_flat
128	2.02	12	scatter_flat
256	2.06	12	scatter_flat
512	2.21	12	scatter_flat
1024	2.62	12	scatter_flat
2048	3.55	12	scatter_flat
