Size	Latency (us)	np	Algorithm
16	0.41	3	broadcast_chain
32	0.45	3	broadcast_chain
64	0.43	3	broadcast_chain
128	0.53	3	broadcast_chain
256	0.59	3	broadcast_chain
512	0.61	3	broadcast_chain
1024	0.78	3	broadcast_chain
2048	1.00	3	broadcast_chain
4096	1.48	3	broadcast_chain
8192	2.23	3	broadcast_chain
16384	4.59	3	broadcast_chain
32768	7.63	3	broadcast_chain
65536	10.97	3	broadcast_chain
131072	18.02	3	broadcast_chain
262144	32.61	3	broadcast_chain
524288	60.94	3	broadcast_chain
1048576	127.18	3	broadcast_chain
2097152	227.62	3	broadcast_chain
4194304	438.12	3	broadcast_chain
8	0.41	3	broadcast_binary_tree
16	0.39	3	broadcast_binary_tree
32	0.43	3	broadcast_binary_tree
64	0.42	3	broadcast_binary_tree
128	0.51	3	broadcast_binary_tree
256	0.56	3	broadcast_binary_tree
512	0.60	3	broadcast_binary_tree
1024	0.78	3	broadcast_binary_tree
2048	0.99	3	broadcast_binary_tree
4096	1.47	3	broadcast_binary_tree
8192	2.22	3	broadcast_binary_tree
16384	4.59	3	broadcast_binary_tree
32768	7.73	3	broadcast_binary_tree
65536	11.69	3	broadcast_binary_tree
131072	19.18	3	broadcast_binary_tree
262144	33.86	3	broadcast_binary_tree
524288	63.36	3	broadcast_binary_tree
1048576	127.29	3	broadcast_binary_tree
2097152	258.36	3	broadcast_binary_tree
4194304	512.93	3	broadcast_binary_tree
8	0.41	3	scatter_flat
16	0.40	3	scatter_flat
32	0.44	3	scatter_flat
64	0.43	3	scatter_flat
128	0.55	3	scatter_flat
256	0.58	3	scatter_flat
512	0.64	3	scatter_flat
1024	0.78	3	scatter_flat
2048	1.01	3	scatter_flat
4096	1.58	3	scatter_flat
8192	2.55	3	scatter_flat
16384	4.49	3	scatter_flat
32768	8.21	3	scatter_flat
65536	15.56	3	scatter_flat
131072	29.68	3	scatter_flat
262144	40.10	3	scatter_flat
524288	77.10	3	scatter_flat
1048576	172.85	3	scatter_flat
2097152	427.77	3	scatter_flat
4194304	1409.98	3	scatter_flat
8	0.44	3	scatter_binomial
16	0.44	3	scatter_binomial
32	0.48	3	scatter_binomial
64	0.47	3	scatter_binomial
128	0.63	3	scatter_binomial
256	0.75	3	scatter_binomial
512	0.72	3	scatter_binomial
1024	0.87	3	scatter_binomial
2048	1.13	3	scatter_binomial
4096	1.70	3	scatter_binomial
8192	2.68	3	scatter_binomial
16384	4.63	3	scatter_binomial
32768	8.61	3	scatter_binomial
65536	16.23	3	scatter_binomial
131072	31.06	3	scatter_binomial
262144	41.31	3	scatter_binomial
524288	85.20	3	scatter_binomial
1048576	247.94	3	scatter_binomial
2097152	581.27	3	scatter_binomial
4194304	1682.89	3	scatter_binomial
8	0.38	3	scatter_nb
16	0.38	3	scatter_nb
32	0.42	3	scatter_nb
64	0.41	3	scatter_nb
128	0.53	3	scatter_nb
256	0.56	3	scatter_nb
512	0.64	3	scatter_nb
1024	0.77	3	scatter_nb
2048	1.00	3	scatter_nb
4096	1.55	3	scatter_nb
8192	2.51	3	scatter_nb
16384	4.46	3	scatter_nb
32768	8.18	3	scatter_nb
65536	15.49	3	scatter_nb
131072	22.09	3	scatter_nb
262144	40.96	3	scatter_nb
524288	79.96	3	scatter_nb
1048576	192.72	3	scatter_nb
2097152	435.65	3	scatter_nb
4194304	1467.18	3	scatter_nb
8	0.83	5	broadcast_chain
16	0.74	5	broadcast_chain
32	0.84	5	broadcast_chain
64	0.71	5	broadcast_chain
128	0.99	5	broadcast_chain
256	1.00	5	broadcast_chain
512	1.04	5	broadcast_chain
1024	1.33	5	broadcast_chain
2048	1.75	5	broadcast_chain
4096	2.54	5	broadcast_chain
8192	3.59	5	broadcast_chain
16384	6.36	5	broadcast_chain
32768	10.97	5	broadcast_chain
65536	20.08	5	broadcast_chain
131072	38.37	5	broadcast_chain
262144	75.30	5	broadcast_chain
524288	150.69	5	broadcast_chain
1048576	295.47	5	broadcast_chain
2097152	490.22	5	broadcast_chain
4194304	1103.56	5	broadcast_chain
8	0.45	5	broadcast_binary_tree
16	0.46	5	broadcast_binary_tree
32	0.57	5	broadcast_binary_tree
64	0.53	5	broadcast_binary_tree
128	0.70	5	broadcast_binary_tree
256	0.73	5	broadcast_binary_tree
512	0.84	5	broadcast_binary_tree
1024	1.06	5	broadcast_binary_tree
2048	1.44	5	broadcast_binary_tree
4096	2.16	5	broadcast_binary_tree
8192	3.33	5	broadcast_binary_tree
16384	8.45	5	broadcast_binary_tree
32768	12.63	5	broadcast_binary_tree
65536	21.08	5	broadcast_binary_tree
131072	37.23	5	broadcast_binary_tree
262144	67.24	5	broadcast_binary_tree
524288	129.15	5	broadcast_binary_tree
1048576	257.97	5	broadcast_binary_tree
2097152	494.80	5	broadcast_binary_tree
4194304	1263.44	5	broadcast_binary_tree
8	0.29	5	scatter_flat
16	0.29	5	scatter_flat
32	0.40	5	scatter_flat
64	0.37	5	scatter_flat
128	0.59	5	scatter_flat
256	0.65	5	scatter_flat
512	0.69	5	scatter_flat
1024	0.94	5	scatter_flat
2048	1.37	5	scatter_flat
4096	2.18	5	scatter_flat
8192	3.50	5	scatter_flat
16384	6.41	5	scatter_flat
32768	12.08	5	scatter_flat
65536	23.23	5	scatter_flat
131072	44.65	5	scatter_flat
262144	62.48	5	scatter_flat
524288	134.39	5	scatter_flat
1048576	291.97	5	scatter_flat
2097152	944.60	5	scatter_flat
4194304	3182.45	5	scatter_flat
8	0.38	5	scatter_binomial
16	0.39	5	scatter_binomial
32	0.41	5	scatter_binomial
64	0.50	5	scatter_binomial
128	0.65	5	scatter_binomial
256	0.72	5	scatter_binomial
512	0.84	5	scatter_binomial
1024	1.18	5	scatter_binomial
2048	1.74	5	scatter_binomial
4096	2.83	5	scatter_binomial
8192	4.51	5	scatter_binomial
16384	8.08	5	scatter_binomial
32768	14.97	5	scatter_binomial
65536	28.64	5	scatter_binomial
131072	44.93	5	scatter_binomial
262144	86.70	5	scatter_binomial
524288	197.51	5	scatter_binomial
1048576	524.26	5	scatter_binomial
2097152	1443.48	5	scatter_binomial
4194304	4021.34	5	scatter_binomial
8	0.37	5	scatter_nb
16	0.38	5	scatter_nb
32	0.41	5	scatter_nb
64	0.48	5	scatter_nb
128	0.65	5	scatter_nb
256	0.70	5	scatter_nb
512	0.84	5	scatter_nb
1024	1.17	5	scatter_nb
2048	1.34	5	scatter_nb
4096	2.82	5	scatter_nb
8192	3.49	5	scatter_nb
16384	6.40	5	scatter_nb
32768	10.14	5	scatter_nb
65536	20.10	5	scatter_nb
131072	39.00	5	scatter_nb
262144	77.40	5	scatter_nb
524288	124.37	5	scatter_nb
1048576	293.44	5	scatter_nb
2097152	936.47	5	scatter_nb
4194304	3164.04	5	scatter_nb
8	0.49	7	broadcast_chain
16	0.49	7	broadcast_chain
32	0.60	7	broadcast_chain
64	0.58	7	broadcast_chain
128	0.79	7	broadcast_chain
256	0.84	7	broadcast_chain
512	0.91	7	broadcast_chain
1024	1.25	7	broadcast_chain
2048	1.66	7	broadcast_chain
4096	2.51	7	broadcast_chain
8192	3.78	7	broadcast_chain
16384	9.18	7	broadcast_chain
32768	14.68	7	broadcast_chain
65536	26.40	7	broadcast_chain
131072	48.87	7	broadcast_chain
262144	94.59	7	broadcast_chain
524288	183.79	7	broadcast_chain
1048576	361.81	7	broadcast_chain
2097152	649.56	7	broadcast_chain
4194304	1555.91	7	broadcast_chain
8	1.04	7	broadcast_binary_tree
16	0.92	7	broadcast_binary_tree
32	1.02	7	broadcast_binary_tree
64	0.94	7	broadcast_binary_tree
128	1.24	7	broadcast_binary_tree
256	1.25	7	broadcast_binary_tree
512	1.29	7	broadcast_binary_tree
1024	1.59	7	broadcast_binary_tree
2048	2.05	7	broadcast_binary_tree
4096	2.92	7	broadcast_binary_tree
8192	4.25	7	broadcast_binary_tree
16384	10.12	7	broadcast_binary_tree
32768	15.31	7	broadcast_binary_tree
65536	25.73	7	broadcast_binary_tree
131072	46.37	7	broadcast_binary_tree
262144	87.66	7	broadcast_binary_tree
524288	163.64	7	broadcast_binary_tree
1048576	325.33	7	broadcast_binary_tree
2097152	652.72	7	broadcast_binary_tree
4194304	1743.50	7	broadcast_binary_tree
8	0.37	7	scatter_flat
16	0.37	7	scatter_flat
32	0.49	7	scatter_flat
64	0.46	7	scatter_flat
128	0.81	7	scatter_flat
256	0.87	7	scatter_flat
512	0.98	7	scatter_flat
1024	1.26	7	scatter_flat
2048	1.81	7	scatter_flat
4096	2.84	7	scatter_flat
8192	4.49	7	scatter_flat
16384	8.33	7	scatter_flat
32768	15.78	7	scatter_flat
65536	30.26	7	scatter_flat
131072	62.68	7	scatter_flat
262144	77.97	7	scatter_flat
524288	149.28	7	scatter_flat
1048576	385.45	7	scatter_flat
2097152	1578.51	7	scatter_flat
4194304	4389.65	7	scatter_flat
8	0.57	7	scatter_binomial
16	0.60	7	scatter_binomial
32	0.74	7	scatter_binomial
64	0.80	7	scatter_binomial
128	0.96	7	scatter_binomial
256	1.06	7	scatter_binomial
512	1.31	7	scatter_binomial
1024	1.86	7	scatter_binomial
2048	2.95	7	scatter_binomial
4096	4.66	7	scatter_binomial
8192	7.15	7	scatter_binomial
16384	12.50	7	scatter_binomial
32768	23.12	7	scatter_binomial
65536	43.88	7	scatter_binomial
131072	63.29	7	scatter_binomial
262144	156.79	7	scatter_binomial
524288	339.17	7	scatter_binomial
1048576	893.41	7	scatter_binomial
2097152	2735.59	7	scatter_binomial
4194304	6570.63	7	scatter_binomial
8	0.57	7	scatter_nb
16	0.60	7	scatter_nb
32	0.76	7	scatter_nb
64	0.81	7	scatter_nb
128	0.96	7	scatter_nb
256	1.05	7	scatter_nb
512	1.30	7	scatter_nb
1024	1.78	7	scatter_nb
2048	1.82	7	scatter_nb
4096	4.38	7	scatter_nb
8192	4.49	7	scatter_nb
16384	8.29	7	scatter_nb
32768	11.77	7	scatter_nb
65536	24.77	7	scatter_nb
131072	51.50	7	scatter_nb
262144	104.05	7	scatter_nb
524288	128.10	7	scatter_nb
1048576	395.89	7	scatter_nb
2097152	1582.88	7	scatter_nb
4194304	4379.25	7	scatter_nb
8	0.97	9	broadcast_chain
16	0.96	9	broadcast_chain
32	1.03	9	broadcast_chain
64	1.01	9	broadcast_chain
128	1.38	9	broadcast_chain
256	1.40	9	broadcast_chain
512	1.44	9	broadcast_chain
1024	1.83	9	broadcast_chain
2048	2.30	9	broadcast_chain
4096	3.24	9	broadcast_chain
8192	4.83	9	broadcast_chain
16384	11.59	9	broadcast_chain
32768	18.05	9	broadcast_chain
65536	31.70	9	broadcast_chain
131072	57.77	9	broadcast_chain
262144	110.01	9	broadcast_chain
524288	209.44	9	broadcast_chain
1048576	421.44	9	broadcast_chain
2097152	818.96	9	broadcast_chain
4194304	2001.13	9	broadcast_chain
8	0.92	9	broadcast_binary_tree
16	0.90	9	broadcast_binary_tree
32	1.03	9	broadcast_binary_tree
64	1.02	9	broadcast_binary_tree
128	1.33	9	broadcast_binary_tree
256	1.36	9	broadcast_binary_tree
512	1.43	9	broadcast_binary_tree
1024	1.75	9	broadcast_binary_tree
2048	2.28	9	broadcast_binary_tree
4096	3.21	9	broadcast_binary_tree
8192	4.91	9	broadcast_binary_tree
16384	12.53	9	broadcast_binary_tree
32768	18.43	9	broadcast_binary_tree
65536	30.88	9	broadcast_binary_tree
131072	55.83	9	broadcast_binary_tree
262144	107.77	9	broadcast_binary_tree
524288	200.33	9	broadcast_binary_tree
1048576	383.37	9	broadcast_binary_tree
2097152	848.46	9	broadcast_binary_tree
4194304	2273.67	9	broadcast_binary_tree
8	0.89	9	scatter_flat
16	0.90	9	scatter_flat
32	1.08	9	scatter_flat
64	1.02	9	scatter_flat
128	1.54	9	scatter_flat
256	1.59	9	scatter_flat
512	1.61	9	scatter_flat
1024	2.12	9	scatter_flat
2048	2.65	9	scatter_flat
4096	3.77	9	scatter_flat
8192	5.78	9	scatter_flat
16384	10.49	9	scatter_flat
32768	19.70	9	scatter_flat
65536	37.64	9	scatter_flat
131072	95.65	9	scatter_flat
262144	90.75	9	scatter_flat
524288	194.08	9	scatter_flat
1048576	507.33	9	scatter_flat
2097152	2219.59	9	scatter_flat
4194304	5399.14	9	scatter_flat
8	1.14	9	scatter_binomial
16	1.19	9	scatter_binomial
32	1.34	9	scatter_binomial
64	1.46	9	scatter_binomial
128	1.69	9	scatter_binomial
256	1.84	9	scatter_binomial
512	2.10	9	scatter_binomial
1024	2.79	9	scatter_binomial
2048	3.93	9	scatter_binomial
4096	5.71	9	scatter_binomial
8192	9.00	9	scatter_binomial
