Size	Latency (us)	np	Algorithm
8	0.77	3	broadcast_flat
16	0.75	3	broadcast_flat
32	0.73	3	broadcast_flat
64	0.74	3	broadcast_flat
128	1.12	3	broadcast_flat
256	1.45	3	broadcast_flat
512	1.31	3	broadcast_flat
1024	1.58	3	broadcast_flat
2048	2.06	3	broadcast_flat
4096	2.92	3	broadcast_flat
8192	4.51	3	broadcast_flat
16384	7.02	3	broadcast_flat
32768	10.95	3	broadcast_flat
65536	15.76	3	broadcast_flat
131072	46.76	3	broadcast_flat
262144	39.14	3	broadcast_flat
524288	71.69	3	broadcast_flat
1048576	154.19	3	broadcast_flat
2097152	270.29	3	broadcast_flat
4194304	569.47	3	broadcast_flat
8	0.58	3	broadcast_chain
16	0.58	3	broadcast_chain
32	0.71	3	broadcast_chain
64	0.68	3	broadcast_chain
128	1.09	3	broadcast_chain
256	1.14	3	broadcast_chain
512	1.27	3	broadcast_chain
1024	1.56	3	broadcast_chain
2048	2.06	3	broadcast_chain
4096	2.95	3	broadcast_chain
8192	4.47	3	broadcast_chain
16384	6.65	3	broadcast_chain
32768	10.95	3	broadcast_chain
65536	15.12	3	broadcast_chain
131072	24.71	3	broadcast_chain
262144	42.81	3	broadcast_chain
524288	81.42	3	broadcast_chain
1048576	167.91	3	broadcast_chain
2097152	332.93	3	broadcast_chain
4194304	646.99	3	broadcast_chain
8	0.64	3	broadcast_binary_tree
16	0.64	3	broadcast_binary_tree
32	0.77	3	broadcast_binary_tree
64	0.75	3	broadcast_binary_tree
128	1.13	3	broadcast_binary_tree
256	1.18	3	broadcast_binary_tree
512	1.35	3	broadcast_binary_tree
1024	1.60	3	broadcast_binary_tree
2048	2.12	3	broadcast_binary_tree
4096	2.98	3	broadcast_binary_tree
8192	4.55	3	broadcast_binary_tree
16384	6.94	3	broadcast_binary_tree
32768	11.12	3	broadcast_binary_tree
65536	14.99	3	broadcast_binary_tree
131072	24.24	3	broadcast_binary_tree
262144	38.05	3	broadcast_binary_tree
524288	71.12	3	broadcast_binary_tree
1048576	144.02	3	broadcast_binary_tree
2097152	271.55	3	broadcast_binary_tree
4194304	561.31	3	broadcast_binary_tree
8	0.61	3	scatter_flat
16	0.61	3	scatter_flat
32	0.72	3	scatter_flat
64	0.71	3	scatter_flat
128	1.12	3	scatter_flat
256	1.17	3	scatter_flat
512	1.36	3	scatter_flat
1024	1.59	3	scatter_flat
2048	2.11	3	scatter_flat
4096	3.03	3	scatter_flat
8192	4.81	3	scatter_flat
16384	8.34	3	scatter_flat
32768	15.44	3	scatter_flat
65536	29.45	3	scatter_flat
131072	24.32	3	scatter_flat
262144	41.94	3	scatter_flat
524288	79.95	3	scatter_flat
1048576	217.70	3	scatter_flat
2097152	441.06	3	scatter_flat
4194304	1117.82	3	scatter_flat
8	0.61	3	scatter_basic_linear
16	0.61	3	scatter_basic_linear
32	0.71	3	scatter_basic_linear
64	0.72	3	scatter_basic_linear
128	1.19	3	scatter_basic_linear
256	1.21	3	scatter_basic_linear
512	1.39	3	scatter_basic_linear
1024	1.63	3	scatter_basic_linear
2048	2.12	3	scatter_basic_linear
4096	3.06	3	scatter_basic_linear
8192	4.82	3	scatter_basic_linear
16384	8.29	3	scatter_basic_linear
32768	15.39	3	scatter_basic_linear
65536	29.47	3	scatter_basic_linear
131072	57.57	3	scatter_basic_linear
262144	41.77	3	scatter_basic_linear
524288	80.24	3	scatter_basic_linear
1048576	195.62	3	scatter_basic_linear
2097152	444.92	3	scatter_basic_linear
4194304	1119.85	3	scatter_basic_linear
8	0.59	3	scatter_binomial
16	0.60	3	scatter_binomial
