Size	Latency (us)	np	Algorithm
8	0.77	3	broadcast_flat
16	0.76	3	broadcast_flat
32	0.73	3	broadcast_flat
64	0.74	3	broadcast_flat
128	1.16	3	broadcast_flat
256	1.48	3	broadcast_flat
512	1.30	3	broadcast_flat
1024	1.61	3	broadcast_flat
2048	2.11	3	broadcast_flat
4096	2.97	3	broadcast_flat
8192	4.53	3	broadcast_flat
16384	6.67	3	broadcast_flat
32768	10.76	3	broadcast_flat
65536	15.08	3	broadcast_flat
131072	46.63	3	broadcast_flat
262144	38.54	3	broadcast_flat
524288	70.54	3	broadcast_flat
1048576	142.51	3	broadcast_flat
2097152	278.08	3	broadcast_flat
4194304	549.67	3	broadcast_flat
8	0.62	3	broadcast_chain
16	0.62	3	broadcast_chain
32	0.74	3	broadcast_chain
64	0.72	3	broadcast_chain
128	1.11	3	broadcast_chain
256	1.17	3	broadcast_chain
512	1.29	3	broadcast_chain
1024	1.57	3	broadcast_chain
2048	2.10	3	broadcast_chain
4096	2.96	3	broadcast_chain
8192	4.50	3	broadcast_chain
16384	6.83	3	broadcast_chain
32768	10.87	3	broadcast_chain
65536	15.57	3	broadcast_chain
131072	23.61	3	broadcast_chain
262144	38.11	3	broadcast_chain
524288	70.32	3	broadcast_chain
1048576	142.56	3	broadcast_chain
2097152	276.73	3	broadcast_chain
4194304	560.68	3	broadcast_chain
8	0.60	3	broadcast_binary_tree
16	0.59	3	broadcast_binary_tree
32	0.72	3	broadcast_binary_tree
64	0.72	3	broadcast_binary_tree
128	1.11	3	broadcast_binary_tree
256	1.15	3	broadcast_binary_tree
512	1.34	3	broadcast_binary_tree
1024	1.57	3	broadcast_binary_tree
2048	2.13	3	broadcast_binary_tree
4096	3.04	3	broadcast_binary_tree
8192	4.68	3	broadcast_binary_tree
16384	6.61	3	broadcast_binary_tree
32768	11.17	3	broadcast_binary_tree
65536	15.42	3	broadcast_binary_tree
131072	24.21	3	broadcast_binary_tree
262144	41.83	3	broadcast_binary_tree
524288	77.97	3	broadcast_binary_tree
1048576	169.05	3	broadcast_binary_tree
2097152	322.89	3	broadcast_binary_tree
4194304	598.54	3	broadcast_binary_tree
8	0.61	3	scatter_flat
16	0.62	3	scatter_flat
32	0.74	3	scatter_flat
64	0.74	3	scatter_flat
128	1.12	3	scatter_flat
256	1.17	3	scatter_flat
512	1.33	3	scatter_flat
1024	1.61	3	scatter_flat
2048	2.10	3	scatter_flat
4096	3.04	3	scatter_flat
8192	4.76	3	scatter_flat
16384	8.11	3	scatter_flat
32768	15.10	3	scatter_flat
65536	28.98	3	scatter_flat
131072	23.71	3	scatter_flat
262144	40.53	3	scatter_flat
524288	74.23	3	scatter_flat
1048576	186.11	3	scatter_flat
2097152	451.16	3	scatter_flat
4194304	963.57	3	scatter_flat
8	0.62	3	scatter_basic_linear
16	0.62	3	scatter_basic_linear
32	0.73	3	scatter_basic_linear
64	0.72	3	scatter_basic_linear
128	1.14	3	scatter_basic_linear
256	1.19	3	scatter_basic_linear
512	1.42	3	scatter_basic_linear
1024	1.60	3	scatter_basic_linear
2048	2.12	3	scatter_basic_linear
4096	3.06	3	scatter_basic_linear
8192	4.80	3	scatter_basic_linear
16384	8.15	3	scatter_basic_linear
32768	15.26	3	scatter_basic_linear
65536	29.17	3	scatter_basic_linear
131072	56.52	3	scatter_basic_linear
262144	42.93	3	scatter_basic_linear
524288	76.88	3	scatter_basic_linear
1048576	175.21	3	scatter_basic_linear
2097152	445.22	3	scatter_basic_linear
4194304	964.87	3	scatter_basic_linear
8	0.63	3	scatter_binomial
16	0.63	3	scatter_binomial
32	0.72	3	scatter_binomial
64	0.70	3	scatter_binomial
128	0.96	3	scatter_binomial
256	1.00	3	scatter_binomial
512	1.13	3	scatter_binomial
1024	1.33	3	scatter_binomial
2048	1.69	3	scatter_binomial
4096	2.47	3	scatter_binomial
8192	4.03	3	scatter_binomial
16384	7.09	3	scatter_binomial
32768	13.12	3	scatter_binomial
65536	24.98	3	scatter_binomial
131072	48.60	3	scatter_binomial
262144	41.80	3	scatter_binomial
524288	81.49	3	scatter_binomial
1048576	243.60	3	scatter_binomial
2097152	580.17	3	scatter_binomial
4194304	1251.15	3	scatter_binomial
8	0.84	6	broadcast_flat
16	0.83	6	broadcast_flat
32	0.97	6	broadcast_flat
64	0.95	6	broadcast_flat
128	1.52	6	broadcast_flat
256	1.55	6	broadcast_flat
512	1.75	6	broadcast_flat
1024	2.11	6	broadcast_flat
2048	3.05	6	broadcast_flat
4096	4.14	6	broadcast_flat
8192	8.25	6	broadcast_flat
16384	11.38	6	broadcast_flat
32768	18.29	6	broadcast_flat
65536	33.25	6	broadcast_flat
131072	70.02	6	broadcast_flat
262144	137.12	6	broadcast_flat
524288	277.56	6	broadcast_flat
1048576	884.27	6	broadcast_flat
2097152	1957.66	6	broadcast_flat
