Size	Latency (us)	np	Algorithm
8	0.75	3	broadcast_flat
16	0.77	3	broadcast_flat
32	0.76	3	broadcast_flat
64	0.73	3	broadcast_flat
128	1.11	3	broadcast_flat
256	1.51	3	broadcast_flat
512	1.30	3	broadcast_flat
1024	1.57	3	broadcast_flat
2048	2.08	3	broadcast_flat
4096	2.98	3	broadcast_flat
8192	4.53	3	broadcast_flat
16384	6.56	3	broadcast_flat
32768	10.84	3	broadcast_flat
65536	14.31	3	broadcast_flat
131072	46.72	3	broadcast_flat
262144	37.71	3	broadcast_flat
524288	69.92	3	broadcast_flat
1048576	141.47	3	broadcast_flat
2097152	277.52	3	broadcast_flat
4194304	555.58	3	broadcast_flat
8	0.62	3	broadcast_chain
16	0.62	3	broadcast_chain
32	0.72	3	broadcast_chain
64	0.74	3	broadcast_chain
128	1.12	3	broadcast_chain
256	1.15	3	broadcast_chain
512	1.32	3	broadcast_chain
1024	1.60	3	broadcast_chain
2048	2.11	3	broadcast_chain
4096	2.95	3	broadcast_chain
8192	4.55	3	broadcast_chain
16384	6.60	3	broadcast_chain
32768	10.94	3	broadcast_chain
65536	15.81	3	broadcast_chain
131072	24.54	3	broadcast_chain
262144	38.56	3	broadcast_chain
524288	65.96	3	broadcast_chain
1048576	133.47	3	broadcast_chain
2097152	263.16	3	broadcast_chain
4194304	533.61	3	broadcast_chain
8	0.57	3	broadcast_binary_tree
16	0.58	3	broadcast_binary_tree
32	0.75	3	broadcast_binary_tree
64	0.72	3	broadcast_binary_tree
128	1.12	3	broadcast_binary_tree
256	1.16	3	broadcast_binary_tree
512	1.30	3	broadcast_binary_tree
1024	1.56	3	broadcast_binary_tree
2048	2.09	3	broadcast_binary_tree
4096	2.95	3	broadcast_binary_tree
8192	4.53	3	broadcast_binary_tree
16384	6.82	3	broadcast_binary_tree
32768	10.93	3	broadcast_binary_tree
65536	15.18	3	broadcast_binary_tree
131072	23.72	3	broadcast_binary_tree
262144	38.30	3	broadcast_binary_tree
524288	70.48	3	broadcast_binary_tree
1048576	142.26	3	broadcast_binary_tree
2097152	277.34	3	broadcast_binary_tree
4194304	547.97	3	broadcast_binary_tree
8	0.61	3	scatter_flat
16	0.62	3	scatter_flat
32	0.71	3	scatter_flat
64	0.71	3	scatter_flat
128	1.14	3	scatter_flat
256	1.21	3	scatter_flat
