Size	Latency (us)	np	Algorithm
8	0.74	3	broadcast_flat
16	0.74	3	broadcast_flat
32	0.72	3	broadcast_flat
64	0.74	3	broadcast_flat
128	1.12	3	broadcast_flat
256	1.48	3	broadcast_flat
512	1.29	3	broadcast_flat
1024	1.58	3	broadcast_flat
2048	2.07	3	broadcast_flat
4096	2.95	3	broadcast_flat
8192	4.50	3	broadcast_flat
16384	6.26	3	broadcast_flat
32768	11.05	3	broadcast_flat
65536	15.28	3	broadcast_flat
131072	46.42	3	broadcast_flat
262144	37.64	3	broadcast_flat
524288	69.66	3	broadcast_flat
1048576	147.10	3	broadcast_flat
2097152	267.12	3	broadcast_flat
4194304	561.85	3	broadcast_flat
8	0.61	3	broadcast_chain
16	0.60	3	broadcast_chain
32	0.71	3	broadcast_chain
64	0.73	3	broadcast_chain
128	1.13	3	broadcast_chain
256	1.16	3	broadcast_chain
512	1.30	3	broadcast_chain
1024	1.60	3	broadcast_chain
2048	2.11	3	broadcast_chain
4096	2.96	3	broadcast_chain
8192	4.56	3	broadcast_chain
16384	6.34	3	broadcast_chain
32768	11.21	3	broadcast_chain
65536	15.92	3	broadcast_chain
131072	25.15	3	broadcast_chain
262144	39.93	3	broadcast_chain
524288	72.36	3	broadcast_chain
1048576	150.60	3	broadcast_chain
2097152	281.09	3	broadcast_chain
4194304	557.77	3	broadcast_chain
8	0.63	3	broadcast_binary_tree
16	0.62	3	broadcast_binary_tree
32	0.74	3	broadcast_binary_tree
64	0.75	3	broadcast_binary_tree
128	1.13	3	broadcast_binary_tree
256	1.18	3	broadcast_binary_tree
512	1.31	3	broadcast_binary_tree
1024	1.61	3	broadcast_binary_tree
2048	2.11	3	broadcast_binary_tree
4096	2.93	3	broadcast_binary_tree
8192	4.54	3	broadcast_binary_tree
16384	6.83	3	broadcast_binary_tree
32768	10.73	3	broadcast_binary_tree
65536	14.72	3	broadcast_binary_tree
131072	23.50	3	broadcast_binary_tree
262144	38.41	3	broadcast_binary_tree
524288	70.98	3	broadcast_binary_tree
1048576	147.92	3	broadcast_binary_tree
2097152	267.71	3	broadcast_binary_tree
4194304	559.44	3	broadcast_binary_tree
8	0.62	3	scatter_flat
16	0.62	3	scatter_flat
32	0.72	3	scatter_flat
64	0.72	3	scatter_flat
128	1.15	3	scatter_flat
256	1.22	3	scatter_flat
512	1.36	3	scatter_flat
1024	1.62	3	scatter_flat
2048	2.11	3	scatter_flat
4096	3.03	3	scatter_flat
8192	4.80	3	scatter_flat
16384	8.21	3	scatter_flat
32768	15.24	3	scatter_flat
65536	29.22	3	scatter_flat
131072	23.78	3	scatter_flat
262144	41.49	3	scatter_flat
524288	78.85	3	scatter_flat
1048576	196.07	3	scatter_flat
2097152	446.89	3	scatter_flat
4194304	1075.73	3	scatter_flat
8	0.62	3	scatter_basic_linear
16	0.61	3	scatter_basic_linear
32	0.74	3	scatter_basic_linear
64	0.74	3	scatter_basic_linear
128	1.11	3	scatter_basic_linear
256	1.14	3	scatter_basic_linear
512	1.33	3	scatter_basic_linear
1024	1.59	3	scatter_basic_linear
2048	2.08	3	scatter_basic_linear
4096	3.01	3	scatter_basic_linear
8192	4.76	3	scatter_basic_linear
16384	8.28	3	scatter_basic_linear
32768	15.37	3	scatter_basic_linear
65536	29.30	3	scatter_basic_linear
131072	57.00	3	scatter_basic_linear
262144	41.93	3	scatter_basic_linear
524288	79.26	3	scatter_basic_linear
1048576	187.03	3	scatter_basic_linear
2097152	451.81	3	scatter_basic_linear
4194304	1108.69	3	scatter_basic_linear
8	0.62	3	scatter_binomial
16	0.63	3	scatter_binomial
32	0.71	3	scatter_binomial
64	0.70	3	scatter_binomial
128	1.01	3	scatter_binomial
256	1.05	3	scatter_binomial
512	1.15	3	scatter_binomial
1024	1.30	3	scatter_binomial
2048	1.68	3	scatter_binomial
4096	2.76	3	scatter_binomial
8192	4.01	3	scatter_binomial
16384	7.00	3	scatter_binomial
32768	13.02	3	scatter_binomial
65536	24.83	3	scatter_binomial
131072	48.03	3	scatter_binomial
262144	41.86	3	scatter_binomial
524288	84.58	3	scatter_binomial
1048576	257.75	3	scatter_binomial
2097152	570.51	3	scatter_binomial
4194304	1322.19	3	scatter_binomial
8	0.81	6	broadcast_flat
16	0.80	6	broadcast_flat
32	0.97	6	broadcast_flat
64	0.92	6	broadcast_flat
128	1.51	6	broadcast_flat
256	1.55	6	broadcast_flat
512	1.72	6	broadcast_flat
1024	2.10	6	broadcast_flat
2048	3.04	6	broadcast_flat
4096	4.13	6	broadcast_flat
8192	8.22	6	broadcast_flat
16384	11.30	6	broadcast_flat
32768	18.23	6	broadcast_flat
65536	35.53	6	broadcast_flat
131072	72.74	6	broadcast_flat
262144	141.02	6	broadcast_flat
524288	286.40	6	broadcast_flat
1048576	899.09	6	broadcast_flat
2097152	1831.05	6	broadcast_flat
4194304	3645.64	6	broadcast_flat
8	0.71	6	broadcast_chain
16	0.68	6	broadcast_chain
32	0.87	6	broadcast_chain
64	0.90	6	broadcast_chain
128	1.79	6	broadcast_chain
256	1.82	6	broadcast_chain
512	2.09	6	broadcast_chain
1024	2.60	6	broadcast_chain
2048	3.59	6	broadcast_chain
4096	5.23	6	broadcast_chain
8192	8.28	6	broadcast_chain
16384	13.09	6	broadcast_chain
32768	20.81	6	broadcast_chain
65536	37.40	6	broadcast_chain
131072	73.54	6	broadcast_chain
262144	163.31	6	broadcast_chain
524288	306.95	6	broadcast_chain
1048576	502.25	6	broadcast_chain
2097152	867.42	6	broadcast_chain
4194304	1569.02	6	broadcast_chain
8	0.81	6	broadcast_binary_tree
16	0.80	6	broadcast_binary_tree
32	0.95	6	broadcast_binary_tree
64	0.98	6	broadcast_binary_tree
128	1.50	6	broadcast_binary_tree
256	1.55	6	broadcast_binary_tree
512	1.70	6	broadcast_binary_tree
1024	2.07	6	broadcast_binary_tree
2048	3.03	6	broadcast_binary_tree
4096	4.14	6	broadcast_binary_tree
8192	6.34	6	broadcast_binary_tree
16384	11.25	6	broadcast_binary_tree
32768	17.49	6	broadcast_binary_tree
65536	29.64	6	broadcast_binary_tree
131072	50.43	6	broadcast_binary_tree
262144	90.92	6	broadcast_binary_tree
524288	177.95	6	broadcast_binary_tree
1048576	341.64	6	broadcast_binary_tree
2097152	609.54	6	broadcast_binary_tree
4194304	1232.52	6	broadcast_binary_tree
8	0.63	6	scatter_flat
16	0.65	6	scatter_flat
32	0.69	6	scatter_flat
64	0.84	6	scatter_flat
128	1.23	6	scatter_flat
256	1.29	6	scatter_flat
512	1.53	6	scatter_flat
1024	2.10	6	scatter_flat
2048	3.41	6	scatter_flat
4096	4.67	6	scatter_flat
8192	8.16	6	scatter_flat
16384	14.81	6	scatter_flat
32768	15.76	6	scatter_flat
65536	30.34	6	scatter_flat
131072	63.01	6	scatter_flat
262144	125.73	6	scatter_flat
524288	186.64	6	scatter_flat
1048576	347.09	6	scatter_flat
2097152	850.13	6	scatter_flat
4194304	2794.35	6	scatter_flat
8	0.65	6	scatter_basic_linear
16	0.64	6	scatter_basic_linear
32	0.72	6	scatter_basic_linear
64	0.70	6	scatter_basic_linear
128	1.60	6	scatter_basic_linear
256	1.68	6	scatter_basic_linear
512	1.90	6	scatter_basic_linear
1024	2.31	6	scatter_basic_linear
2048	3.45	6	scatter_basic_linear
4096	5.16	6	scatter_basic_linear
8192	8.19	6	scatter_basic_linear
16384	14.79	6	scatter_basic_linear
32768	28.03	6	scatter_basic_linear
65536	54.07	6	scatter_basic_linear
131072	106.88	6	scatter_basic_linear
262144	66.38	6	scatter_basic_linear
524288	140.71	6	scatter_basic_linear
1048576	353.65	6	scatter_basic_linear
2097152	841.05	6	scatter_basic_linear
4194304	2860.32	6	scatter_basic_linear
8	0.63	6	scatter_binomial
16	0.66	6	scatter_binomial
32	0.67	6	scatter_binomial
64	0.83	6	scatter_binomial
128	1.22	6	scatter_binomial
256	1.30	6	scatter_binomial
512	1.53	6	scatter_binomial
1024	2.10	6	scatter_binomial
2048	3.07	6	scatter_binomial
4096	4.71	6	scatter_binomial
8192	7.70	6	scatter_binomial
16384	13.68	6	scatter_binomial
32768	25.48	6	scatter_binomial
65536	48.99	6	scatter_binomial
131072	82.27	6	scatter_binomial
262144	234.95	6	scatter_binomial
524288	403.57	6	scatter_binomial
1048576	928.52	6	scatter_binomial
2097152	2053.01	6	scatter_binomial
4194304	4984.38	6	scatter_binomial
8	1.27	12	broadcast_flat
16	1.25	12	broadcast_flat
32	1.53	12	broadcast_flat
64	1.28	12	broadcast_flat
128	2.06	12	broadcast_flat
256	2.13	12	broadcast_flat
512	2.28	12	broadcast_flat
1024	2.88	12	broadcast_flat
2048	3.75	12	broadcast_flat
4096	5.49	12	broadcast_flat
8192	8.36	12	broadcast_flat
16384	15.49	12	broadcast_flat
32768	32.15	12	broadcast_flat
65536	64.22	12	broadcast_flat
131072	127.20	12	broadcast_flat
262144	256.49	12	broadcast_flat
524288	520.72	12	broadcast_flat
1048576	790.74	12	broadcast_flat
2097152	1664.22	12	broadcast_flat
4194304	3375.58	12	broadcast_flat
8	1.59	12	broadcast_chain
16	1.57	12	broadcast_chain
32	2.07	12	broadcast_chain
64	1.90	12	broadcast_chain
128	3.02	12	broadcast_chain
256	3.15	12	broadcast_chain
512	3.45	12	broadcast_chain
1024	4.34	12	broadcast_chain
2048	5.59	12	broadcast_chain
4096	7.81	12	broadcast_chain
8192	12.06	12	broadcast_chain
16384	22.00	12	broadcast_chain
32768	36.70	12	broadcast_chain
65536	68.08	12	broadcast_chain
131072	133.52	12	broadcast_chain
262144	239.14	12	broadcast_chain
524288	468.43	12	broadcast_chain
1048576	879.91	12	broadcast_chain
2097152	1651.95	12	broadcast_chain
4194304	3338.22	12	broadcast_chain
8	1.35	12	broadcast_binary_tree
16	1.29	12	broadcast_binary_tree
32	1.58	12	broadcast_binary_tree
64	1.50	12	broadcast_binary_tree
128	2.18	12	broadcast_binary_tree
256	2.14	12	broadcast_binary_tree
512	2.36	12	broadcast_binary_tree
1024	2.88	12	broadcast_binary_tree
2048	3.99	12	broadcast_binary_tree
4096	5.39	12	broadcast_binary_tree
8192	8.29	12	broadcast_binary_tree
16384	16.72	12	broadcast_binary_tree
32768	24.62	12	broadcast_binary_tree
65536	41.26	12	broadcast_binary_tree
131072	71.92	12	broadcast_binary_tree
262144	137.14	12	broadcast_binary_tree
524288	255.24	12	broadcast_binary_tree
1048576	484.84	12	broadcast_binary_tree
2097152	932.42	12	broadcast_binary_tree
4194304	2435.92	12	broadcast_binary_tree
8	1.06	12	scatter_flat
16	1.08	12	scatter_flat
32	1.37	12	scatter_flat
64	1.47	12	scatter_flat
128	1.90	12	scatter_flat
256	2.11	12	scatter_flat
512	2.60	12	scatter_flat
1024	3.59	12	scatter_flat
2048	5.18	12	scatter_flat
4096	7.95	12	scatter_flat
8192	13.32	12	scatter_flat
16384	15.03	12	scatter_flat
32768	23.95	12	scatter_flat
65536	51.80	12	scatter_flat
131072	112.34	12	scatter_flat
262144	161.36	12	scatter_flat
524288	242.27	12	scatter_flat
1048576	635.54	12	scatter_flat
2097152	2236.96	12	scatter_flat
4194304	6424.20	12	scatter_flat
8	1.47	12	scatter_basic_linear
16	1.50	12	scatter_basic_linear
32	1.69	12	scatter_basic_linear
64	1.61	12	scatter_basic_linear
128	3.25	12	scatter_basic_linear
256	3.36	12	scatter_basic_linear
512	3.82	12	scatter_basic_linear
1024	5.13	12	scatter_basic_linear
2048	6.64	12	scatter_basic_linear
4096	9.32	12	scatter_basic_linear
8192	14.24	12	scatter_basic_linear
16384	25.71	12	scatter_basic_linear
32768	49.25	12	scatter_basic_linear
65536	95.82	12	scatter_basic_linear
131072	195.07	12	scatter_basic_linear
262144	127.23	12	scatter_basic_linear
524288	258.22	12	scatter_basic_linear
1048576	656.11	12	scatter_basic_linear
2097152	2259.14	12	scatter_basic_linear
4194304	6493.07	12	scatter_basic_linear
