Size	Latency (us)	np	Algorithm
8	0.76	3	broadcast_flat
16	0.75	3	broadcast_flat
32	0.72	3	broadcast_flat
64	0.73	3	broadcast_flat
128	1.12	3	broadcast_flat
256	1.48	3	broadcast_flat
512	1.29	3	broadcast_flat
1024	1.57	3	broadcast_flat
2048	2.08	3	broadcast_flat
4096	2.94	3	broadcast_flat
8192	4.53	3	broadcast_flat
16384	6.66	3	broadcast_flat
32768	11.00	3	broadcast_flat
65536	15.97	3	broadcast_flat
131072	46.56	3	broadcast_flat
262144	38.36	3	broadcast_flat
524288	66.64	3	broadcast_flat
1048576	135.52	3	broadcast_flat
2097152	264.20	3	broadcast_flat
4194304	557.40	3	broadcast_flat
8	0.63	3	broadcast_chain
16	0.62	3	broadcast_chain
32	0.75	3	broadcast_chain
64	0.75	3	broadcast_chain
128	1.15	3	broadcast_chain
256	1.16	3	broadcast_chain
512	1.31	3	broadcast_chain
1024	1.62	3	broadcast_chain
2048	2.11	3	broadcast_chain
4096	2.97	3	broadcast_chain
8192	4.59	3	broadcast_chain
16384	6.34	3	broadcast_chain
32768	11.01	3	broadcast_chain
65536	15.17	3	broadcast_chain
131072	25.46	3	broadcast_chain
262144	43.55	3	broadcast_chain
524288	81.06	3	broadcast_chain
1048576	164.98	3	broadcast_chain
2097152	325.10	3	broadcast_chain
4194304	650.16	3	broadcast_chain
8	0.61	3	broadcast_binary_tree
16	0.61	3	broadcast_binary_tree
32	0.73	3	broadcast_binary_tree
64	0.71	3	broadcast_binary_tree
128	1.09	3	broadcast_binary_tree
256	1.14	3	broadcast_binary_tree
512	1.31	3	broadcast_binary_tree
1024	1.58	3	broadcast_binary_tree
2048	2.07	3	broadcast_binary_tree
4096	2.93	3	broadcast_binary_tree
8192	4.48	3	broadcast_binary_tree
16384	6.40	3	broadcast_binary_tree
32768	10.82	3	broadcast_binary_tree
65536	14.83	3	broadcast_binary_tree
131072	24.95	3	broadcast_binary_tree
262144	41.93	3	broadcast_binary_tree
524288	79.16	3	broadcast_binary_tree
1048576	162.82	3	broadcast_binary_tree
2097152	326.58	3	broadcast_binary_tree
4194304	654.32	3	broadcast_binary_tree
8	0.59	3	scatter_flat
16	0.60	3	scatter_flat
32	0.70	3	scatter_flat
64	0.69	3	scatter_flat
128	1.11	3	scatter_flat
256	1.18	3	scatter_flat
512	1.32	3	scatter_flat
1024	1.56	3	scatter_flat
2048	2.08	3	scatter_flat
4096	3.02	3	scatter_flat
8192	4.77	3	scatter_flat
16384	8.13	3	scatter_flat
32768	15.11	3	scatter_flat
65536	28.87	3	scatter_flat
131072	23.56	3	scatter_flat
262144	41.20	3	scatter_flat
524288	76.53	3	scatter_flat
1048576	204.69	3	scatter_flat
2097152	439.60	3	scatter_flat
4194304	1101.31	3	scatter_flat
8	0.62	3	scatter_basic_linear
16	0.62	3	scatter_basic_linear
32	0.73	3	scatter_basic_linear
64	0.74	3	scatter_basic_linear
128	1.12	3	scatter_basic_linear
256	1.17	3	scatter_basic_linear
512	1.32	3	scatter_basic_linear
1024	1.58	3	scatter_basic_linear
2048	2.10	3	scatter_basic_linear
4096	3.02	3	scatter_basic_linear
8192	4.78	3	scatter_basic_linear
16384	7.97	3	scatter_basic_linear
32768	14.73	3	scatter_basic_linear
65536	28.29	3	scatter_basic_linear
131072	54.65	3	scatter_basic_linear
262144	40.92	3	scatter_basic_linear
524288	77.44	3	scatter_basic_linear
1048576	188.31	3	scatter_basic_linear
2097152	454.86	3	scatter_basic_linear
4194304	1107.37	3	scatter_basic_linear
8	0.61	3	scatter_binomial
16	0.62	3	scatter_binomial
32	0.71	3	scatter_binomial
64	0.70	3	scatter_binomial
128	1.00	3	scatter_binomial
256	1.03	3	scatter_binomial
512	1.13	3	scatter_binomial
1024	1.33	3	scatter_binomial
2048	1.69	3	scatter_binomial
4096	2.46	3	scatter_binomial
8192	4.05	3	scatter_binomial
16384	7.13	3	scatter_binomial
32768	13.26	3	scatter_binomial
65536	25.47	3	scatter_binomial
131072	48.75	3	scatter_binomial
262144	41.63	3	scatter_binomial
524288	87.51	3	scatter_binomial
1048576	253.87	3	scatter_binomial
2097152	576.50	3	scatter_binomial
4194304	1347.31	3	scatter_binomial
8	0.84	6	broadcast_flat
16	0.83	6	broadcast_flat
32	0.97	6	broadcast_flat
64	0.93	6	broadcast_flat
128	1.54	6	broadcast_flat
256	1.59	6	broadcast_flat
512	1.76	6	broadcast_flat
1024	2.13	6	broadcast_flat
2048	3.15	6	broadcast_flat
4096	4.30	6	broadcast_flat
8192	8.43	6	broadcast_flat
16384	10.38	6	broadcast_flat
32768	17.34	6	broadcast_flat
65536	34.49	6	broadcast_flat
131072	68.50	6	broadcast_flat
262144	138.93	6	broadcast_flat
524288	281.62	6	broadcast_flat
1048576	880.32	6	broadcast_flat
2097152	1852.72	6	broadcast_flat
4194304	3454.78	6	broadcast_flat
8	0.68	6	broadcast_chain
16	0.67	6	broadcast_chain
32	0.86	6	broadcast_chain
64	0.88	6	broadcast_chain
128	1.77	6	broadcast_chain
256	1.83	6	broadcast_chain
512	2.11	6	broadcast_chain
1024	2.61	6	broadcast_chain
2048	3.56	6	broadcast_chain
4096	5.19	6	broadcast_chain
8192	8.25	6	broadcast_chain
16384	13.43	6	broadcast_chain
32768	21.23	6	broadcast_chain
65536	39.37	6	broadcast_chain
131072	75.29	6	broadcast_chain
262144	175.19	6	broadcast_chain
524288	323.41	6	broadcast_chain
1048576	531.15	6	broadcast_chain
2097152	839.57	6	broadcast_chain
4194304	1616.34	6	broadcast_chain
8	0.82	6	broadcast_binary_tree
16	0.82	6	broadcast_binary_tree
32	0.96	6	broadcast_binary_tree
64	0.99	6	broadcast_binary_tree
128	1.50	6	broadcast_binary_tree
256	1.55	6	broadcast_binary_tree
512	1.73	6	broadcast_binary_tree
1024	2.07	6	broadcast_binary_tree
2048	3.05	6	broadcast_binary_tree
4096	4.14	6	broadcast_binary_tree
8192	6.36	6	broadcast_binary_tree
16384	11.42	6	broadcast_binary_tree
32768	18.39	6	broadcast_binary_tree
65536	30.37	6	broadcast_binary_tree
131072	49.61	6	broadcast_binary_tree
262144	89.14	6	broadcast_binary_tree
524288	176.44	6	broadcast_binary_tree
1048576	340.77	6	broadcast_binary_tree
2097152	617.26	6	broadcast_binary_tree
4194304	1260.98	6	broadcast_binary_tree
8	0.60	6	scatter_flat
16	0.63	6	scatter_flat
32	0.70	6	scatter_flat
64	0.83	6	scatter_flat
128	1.23	6	scatter_flat
256	1.30	6	scatter_flat
512	1.51	6	scatter_flat
1024	2.10	6	scatter_flat
2048	3.43	6	scatter_flat
4096	4.67	6	scatter_flat
8192	8.17	6	scatter_flat
16384	14.70	6	scatter_flat
32768	14.91	6	scatter_flat
65536	31.42	6	scatter_flat
131072	61.62	6	scatter_flat
262144	123.47	6	scatter_flat
524288	187.56	6	scatter_flat
1048576	351.23	6	scatter_flat
2097152	865.01	6	scatter_flat
4194304	2779.43	6	scatter_flat
8	0.66	6	scatter_basic_linear
16	0.65	6	scatter_basic_linear
32	0.71	6	scatter_basic_linear
64	0.70	6	scatter_basic_linear
128	1.62	6	scatter_basic_linear
256	1.70	6	scatter_basic_linear
512	1.90	6	scatter_basic_linear
1024	2.40	6	scatter_basic_linear
2048	3.47	6	scatter_basic_linear
4096	5.23	6	scatter_basic_linear
8192	8.24	6	scatter_basic_linear
16384	14.98	6	scatter_basic_linear
32768	28.36	6	scatter_basic_linear
65536	55.17	6	scatter_basic_linear
131072	115.49	6	scatter_basic_linear
262144	65.58	6	scatter_basic_linear
524288	140.53	6	scatter_basic_linear
1048576	351.09	6	scatter_basic_linear
2097152	878.95	6	scatter_basic_linear
4194304	2828.71	6	scatter_basic_linear
8	0.60	6	scatter_binomial
16	0.64	6	scatter_binomial
32	0.67	6	scatter_binomial
64	0.83	6	scatter_binomial
128	1.25	6	scatter_binomial
256	1.28	6	scatter_binomial
512	1.52	6	scatter_binomial
1024	2.06	6	scatter_binomial
2048	3.01	6	scatter_binomial
4096	4.62	6	scatter_binomial
8192	7.61	6	scatter_binomial
16384	13.60	6	scatter_binomial
32768	25.25	6	scatter_binomial
65536	48.39	6	scatter_binomial
