Size	Latency (us)	np	Algorithm
8	0.76	3	broadcast_flat
16	0.75	3	broadcast_flat
32	0.73	3	broadcast_flat
64	0.71	3	broadcast_flat
128	1.11	3	broadcast_flat
256	1.50	3	broadcast_flat
512	1.29	3	broadcast_flat
1024	1.53	3	broadcast_flat
2048	2.05	3	broadcast_flat
4096	2.95	3	broadcast_flat
8192	4.50	3	broadcast_flat
16384	6.88	3	broadcast_flat
32768	11.06	3	broadcast_flat
65536	15.62	3	broadcast_flat
131072	47.48	3	broadcast_flat
262144	43.27	3	broadcast_flat
524288	81.13	3	broadcast_flat
1048576	164.30	3	broadcast_flat
2097152	328.99	3	broadcast_flat
4194304	592.89	3	broadcast_flat
8	0.63	3	broadcast_chain
16	0.61	3	broadcast_chain
32	0.73	3	broadcast_chain
64	0.74	3	broadcast_chain
128	1.13	3	broadcast_chain
256	1.16	3	broadcast_chain
512	1.32	3	broadcast_chain
1024	1.52	3	broadcast_chain
2048	2.13	3	broadcast_chain
4096	2.98	3	broadcast_chain
8192	4.57	3	broadcast_chain
16384	6.71	3	broadcast_chain
32768	11.26	3	broadcast_chain
65536	15.43	3	broadcast_chain
131072	24.26	3	broadcast_chain
262144	38.92	3	broadcast_chain
524288	71.59	3	broadcast_chain
1048576	146.24	3	broadcast_chain
2097152	274.73	3	broadcast_chain
4194304	544.22	3	broadcast_chain
8	0.62	3	broadcast_binary_tree
16	0.62	3	broadcast_binary_tree
32	0.72	3	broadcast_binary_tree
64	0.74	3	broadcast_binary_tree
128	1.11	3	broadcast_binary_tree
256	1.15	3	broadcast_binary_tree
512	1.35	3	broadcast_binary_tree
1024	1.57	3	broadcast_binary_tree
2048	2.09	3	broadcast_binary_tree
4096	2.95	3	broadcast_binary_tree
8192	4.51	3	broadcast_binary_tree
16384	6.55	3	broadcast_binary_tree
32768	10.94	3	broadcast_binary_tree
65536	15.77	3	broadcast_binary_tree
131072	24.19	3	broadcast_binary_tree
262144	38.04	3	broadcast_binary_tree
524288	70.03	3	broadcast_binary_tree
1048576	139.87	3	broadcast_binary_tree
2097152	274.88	3	broadcast_binary_tree
4194304	547.68	3	broadcast_binary_tree
8	0.61	3	scatter_flat
16	0.62	3	scatter_flat
32	0.71	3	scatter_flat
64	0.71	3	scatter_flat
128	1.12	3	scatter_flat
256	1.19	3	scatter_flat
512	1.40	3	scatter_flat
1024	1.59	3	scatter_flat
2048	2.12	3	scatter_flat
4096	3.06	3	scatter_flat
8192	4.81	3	scatter_flat
16384	8.22	3	scatter_flat
32768	15.32	3	scatter_flat
65536	29.33	3	scatter_flat
131072	23.57	3	scatter_flat
262144	42.28	3	scatter_flat
524288	78.63	3	scatter_flat
1048576	184.26	3	scatter_flat
2097152	449.30	3	scatter_flat
4194304	962.36	3	scatter_flat
8	0.58	3	scatter_basic_linear
16	0.58	3	scatter_basic_linear
32	0.72	3	scatter_basic_linear
64	0.71	3	scatter_basic_linear
128	1.18	3	scatter_basic_linear
256	1.19	3	scatter_basic_linear
512	1.30	3	scatter_basic_linear
1024	1.61	3	scatter_basic_linear
2048	2.09	3	scatter_basic_linear
4096	3.01	3	scatter_basic_linear
8192	4.76	3	scatter_basic_linear
16384	8.24	3	scatter_basic_linear
32768	15.26	3	scatter_basic_linear
65536	28.92	3	scatter_basic_linear
131072	56.64	3	scatter_basic_linear
262144	40.21	3	scatter_basic_linear
524288	73.73	3	scatter_basic_linear
1048576	161.18	3	scatter_basic_linear
2097152	457.36	3	scatter_basic_linear
4194304	956.64	3	scatter_basic_linear
8	0.67	3	scatter_binomial
16	0.66	3	scatter_binomial
32	0.73	3	scatter_binomial
64	0.72	3	scatter_binomial
128	0.99	3	scatter_binomial
256	1.04	3	scatter_binomial
512	1.16	3	scatter_binomial
1024	1.32	3	scatter_binomial
2048	1.71	3	scatter_binomial
4096	2.53	3	scatter_binomial
8192	4.10	3	scatter_binomial
16384	7.09	3	scatter_binomial
32768	13.19	3	scatter_binomial
65536	25.11	3	scatter_binomial
131072	48.88	3	scatter_binomial
262144	44.33	3	scatter_binomial
524288	84.82	3	scatter_binomial
1048576	244.77	3	scatter_binomial
2097152	584.79	3	scatter_binomial
4194304	1262.58	3	scatter_binomial
8	0.87	6	broadcast_flat
16	0.87	6	broadcast_flat
32	1.00	6	broadcast_flat
64	0.93	6	broadcast_flat
128	1.54	6	broadcast_flat
256	1.58	6	broadcast_flat
512	1.74	6	broadcast_flat
1024	2.11	6	broadcast_flat
2048	3.03	6	broadcast_flat
4096	4.10	6	broadcast_flat
8192	8.15	6	broadcast_flat
16384	11.69	6	broadcast_flat
32768	18.29	6	broadcast_flat
65536	34.75	6	broadcast_flat
131072	71.85	6	broadcast_flat
262144	131.26	6	broadcast_flat
524288	247.79	6	broadcast_flat
1048576	887.24	6	broadcast_flat
2097152	1857.52	6	broadcast_flat
4194304	3702.28	6	broadcast_flat
8	0.68	6	broadcast_chain
16	0.70	6	broadcast_chain
32	0.91	6	broadcast_chain
64	0.89	6	broadcast_chain
128	1.79	6	broadcast_chain
256	1.82	6	broadcast_chain
512	2.12	6	broadcast_chain
1024	2.63	6	broadcast_chain
2048	3.61	6	broadcast_chain
4096	5.27	6	broadcast_chain
8192	8.37	6	broadcast_chain
16384	13.14	6	broadcast_chain
32768	19.94	6	broadcast_chain
65536	38.08	6	broadcast_chain
131072	73.23	6	broadcast_chain
262144	152.48	6	broadcast_chain
524288	290.44	6	broadcast_chain
1048576	507.98	6	broadcast_chain
2097152	832.79	6	broadcast_chain
4194304	1581.47	6	broadcast_chain
8	0.84	6	broadcast_binary_tree
16	0.85	6	broadcast_binary_tree
32	0.97	6	broadcast_binary_tree
64	1.00	6	broadcast_binary_tree
128	1.55	6	broadcast_binary_tree
256	1.59	6	broadcast_binary_tree
512	1.76	6	broadcast_binary_tree
1024	2.11	6	broadcast_binary_tree
2048	3.07	6	broadcast_binary_tree
4096	4.24	6	broadcast_binary_tree
8192	6.51	6	broadcast_binary_tree
16384	11.93	6	broadcast_binary_tree
32768	18.34	6	broadcast_binary_tree
65536	31.78	6	broadcast_binary_tree
131072	55.63	6	broadcast_binary_tree
262144	99.68	6	broadcast_binary_tree
524288	158.54	6	broadcast_binary_tree
1048576	325.88	6	broadcast_binary_tree
2097152	599.45	6	broadcast_binary_tree
4194304	1187.71	6	broadcast_binary_tree
8	0.62	6	scatter_flat
16	0.65	6	scatter_flat
32	0.68	6	scatter_flat
64	0.82	6	scatter_flat
128	1.22	6	scatter_flat
256	1.28	6	scatter_flat
512	1.51	6	scatter_flat
1024	2.08	6	scatter_flat
2048	3.41	6	scatter_flat
4096	4.64	6	scatter_flat
8192	8.17	6	scatter_flat
16384	14.78	6	scatter_flat
32768	15.53	6	scatter_flat
65536	28.98	6	scatter_flat
131072	61.70	6	scatter_flat
262144	124.47	6	scatter_flat
524288	161.95	6	scatter_flat
1048576	332.74	6	scatter_flat
2097152	817.43	6	scatter_flat
4194304	2758.65	6	scatter_flat
8	0.64	6	scatter_basic_linear
16	0.64	6	scatter_basic_linear
32	0.72	6	scatter_basic_linear
64	0.71	6	scatter_basic_linear
128	1.57	6	scatter_basic_linear
256	1.66	6	scatter_basic_linear
512	1.85	6	scatter_basic_linear
1024	2.30	6	scatter_basic_linear
2048	3.43	6	scatter_basic_linear
4096	5.16	6	scatter_basic_linear
8192	8.16	6	scatter_basic_linear
16384	14.78	6	scatter_basic_linear
32768	27.83	6	scatter_basic_linear
65536	54.10	6	scatter_basic_linear
131072	107.95	6	scatter_basic_linear
262144	64.62	6	scatter_basic_linear
524288	132.69	6	scatter_basic_linear
1048576	332.53	6	scatter_basic_linear
2097152	820.45	6	scatter_basic_linear
4194304	2728.82	6	scatter_basic_linear
8	0.64	6	scatter_binomial
16	0.67	6	scatter_binomial
32	0.71	6	scatter_binomial
64	0.85	6	scatter_binomial
128	1.23	6	scatter_binomial
256	1.28	6	scatter_binomial
512	1.51	6	scatter_binomial
1024	2.07	6	scatter_binomial
2048	3.01	6	scatter_binomial
4096	4.62	6	scatter_binomial
8192	7.54	6	scatter_binomial
16384	13.38	6	scatter_binomial
32768	25.25	6	scatter_binomial
65536	47.59	6	scatter_binomial
