Size	Latency (us)	np	Algorithm
8	0.75	3	broadcast_flat
16	0.76	3	broadcast_flat
32	0.71	3	broadcast_flat
64	0.73	3	broadcast_flat
128	1.12	3	broadcast_flat
256	1.49	3	broadcast_flat
512	1.31	3	broadcast_flat
1024	1.56	3	broadcast_flat
2048	2.09	3	broadcast_flat
4096	2.95	3	broadcast_flat
8192	4.55	3	broadcast_flat
16384	6.19	3	broadcast_flat
32768	11.02	3	broadcast_flat
65536	14.91	3	broadcast_flat
131072	47.14	3	broadcast_flat
262144	38.48	3	broadcast_flat
524288	70.08	3	broadcast_flat
1048576	138.89	3	broadcast_flat
2097152	273.32	3	broadcast_flat
4194304	557.33	3	broadcast_flat
8	0.74	3	broadcast_chain
16	0.73	3	broadcast_chain
32	0.84	3	broadcast_chain
64	0.81	3	broadcast_chain
128	1.20	3	broadcast_chain
256	1.24	3	broadcast_chain
512	1.35	3	broadcast_chain
1024	1.62	3	broadcast_chain
2048	2.15	3	broadcast_chain
4096	3.02	3	broadcast_chain
8192	4.57	3	broadcast_chain
16384	6.54	3	broadcast_chain
32768	10.96	3	broadcast_chain
65536	14.57	3	broadcast_chain
131072	23.68	3	broadcast_chain
262144	37.53	3	broadcast_chain
524288	68.73	3	broadcast_chain
1048576	141.90	3	broadcast_chain
2097152	270.71	3	broadcast_chain
4194304	549.83	3	broadcast_chain
8	0.62	3	broadcast_binary_tree
16	0.62	3	broadcast_binary_tree
32	0.73	3	broadcast_binary_tree
64	0.74	3	broadcast_binary_tree
128	1.13	3	broadcast_binary_tree
256	1.16	3	broadcast_binary_tree
512	1.31	3	broadcast_binary_tree
1024	1.61	3	broadcast_binary_tree
2048	2.11	3	broadcast_binary_tree
4096	2.97	3	broadcast_binary_tree
8192	4.56	3	broadcast_binary_tree
16384	6.65	3	broadcast_binary_tree
32768	10.94	3	broadcast_binary_tree
65536	15.60	3	broadcast_binary_tree
131072	24.04	3	broadcast_binary_tree
262144	38.26	3	broadcast_binary_tree
524288	70.03	3	broadcast_binary_tree
1048576	139.83	3	broadcast_binary_tree
2097152	275.51	3	broadcast_binary_tree
4194304	551.20	3	broadcast_binary_tree
8	0.63	3	scatter_flat
16	0.63	3	scatter_flat
32	0.75	3	scatter_flat
64	0.74	3	scatter_flat
128	1.14	3	scatter_flat
256	1.16	3	scatter_flat
512	1.34	3	scatter_flat
1024	1.64	3	scatter_flat
2048	2.18	3	scatter_flat
4096	3.14	3	scatter_flat
8192	4.97	3	scatter_flat
16384	8.42	3	scatter_flat
32768	15.66	3	scatter_flat
65536	29.76	3	scatter_flat
131072	24.38	3	scatter_flat
262144	42.07	3	scatter_flat
524288	76.84	3	scatter_flat
1048576	174.29	3	scatter_flat
2097152	449.11	3	scatter_flat
4194304	953.88	3	scatter_flat
8	0.63	3	scatter_basic_linear
16	0.63	3	scatter_basic_linear
32	0.71	3	scatter_basic_linear
64	0.71	3	scatter_basic_linear
128	1.13	3	scatter_basic_linear
256	1.24	3	scatter_basic_linear
512	1.34	3	scatter_basic_linear
1024	1.60	3	scatter_basic_linear
2048	2.10	3	scatter_basic_linear
4096	3.03	3	scatter_basic_linear
8192	4.78	3	scatter_basic_linear
16384	8.06	3	scatter_basic_linear
32768	15.05	3	scatter_basic_linear
65536	28.73	3	scatter_basic_linear
131072	56.04	3	scatter_basic_linear
262144	40.58	3	scatter_basic_linear
524288	74.29	3	scatter_basic_linear
1048576	171.02	3	scatter_basic_linear
2097152	447.48	3	scatter_basic_linear
4194304	968.41	3	scatter_basic_linear
8	0.60	3	scatter_binomial
16	0.60	3	scatter_binomial
32	0.69	3	scatter_binomial
64	0.68	3	scatter_binomial
128	1.04	3	scatter_binomial
256	1.02	3	scatter_binomial
512	1.18	3	scatter_binomial
1024	1.35	3	scatter_binomial
2048	1.70	3	scatter_binomial
4096	2.51	3	scatter_binomial
8192	4.08	3	scatter_binomial
16384	7.13	3	scatter_binomial
32768	13.33	3	scatter_binomial
65536	25.16	3	scatter_binomial
131072	49.04	3	scatter_binomial
262144	41.82	3	scatter_binomial
524288	82.16	3	scatter_binomial
1048576	240.73	3	scatter_binomial
2097152	581.76	3	scatter_binomial
4194304	1252.03	3	scatter_binomial
8	0.83	6	broadcast_flat
16	0.81	6	broadcast_flat
32	0.97	6	broadcast_flat
64	0.94	6	broadcast_flat
128	1.50	6	broadcast_flat
256	1.57	6	broadcast_flat
512	1.73	6	broadcast_flat
1024	2.10	6	broadcast_flat
2048	3.06	6	broadcast_flat
